Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC205_100_005.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1262.70 |      1262.70 |      1262.70 |                  5.00 |                    5.00 |     19 |     0.3150 |
|        1 |          1 |          1262.70 |      1262.70 |      1262.70 |                  5.00 |                    5.00 |     19 |     0.7738 |
|        1 |          0 |          1260.30 |      1260.30 |      1260.30 |                  5.00 |                    5.00 |     21 |     0.8661 |
|        1 |          0 |          1258.30 |      1258.30 |      1258.30 |                  5.00 |                    5.00 |     23 |     0.9191 |
|        1 |          1 |          1258.30 |      1258.30 |      1291.90 |                  5.00 |                    5.00 |     26 |     0.9737 |
|        1 |          2 |          1258.30 |      1258.30 |      1293.10 |                  5.00 |                    5.52 |     28 |     1.0200 |
|        1 |          3 |          1258.30 |      1258.30 |      1293.10 |                  5.00 |                    5.00 |     28 |     1.0680 |
|        1 |          0 |          1245.50 |      1245.50 |      1245.50 |                  5.00 |                    5.00 |     33 |     1.2233 |
|        1 |          0 |          1242.00 |      1242.00 |      1242.00 |                  5.00 |                    5.00 |     34 |     1.2845 |
|        1 |          1 |          1242.00 |      1242.00 |      1248.60 |                  5.00 |                    5.00 |     36 |     1.3359 |
|        1 |          2 |          1242.00 |      1242.00 |      1257.80 |                  5.00 |                    5.00 |     39 |     1.4097 |
|        1 |          3 |          1242.00 |      1242.00 |      1256.10 |                  5.00 |                    5.00 |     41 |     1.4991 |
|        1 |          4 |          1242.00 |      1242.00 |      1256.10 |                  5.00 |                    5.00 |     41 |     1.5539 |
|        1 |          5 |          1242.00 |      1242.00 |      1250.30 |                  5.00 |                    5.00 |     46 |     1.6229 |
|        1 |          0 |          1220.30 |      1220.30 |      1220.30 |                  5.00 |                    5.47 |     53 |     1.7923 |
|        1 |          1 |          1220.30 |      1220.30 |      1236.20 |                  5.00 |                    5.00 |     56 |     1.8938 |
|        1 |          2 |          1220.30 |      1220.30 |      1236.20 |                  5.00 |                    5.00 |     56 |     1.9377 |
|        1 |          3 |          1220.30 |      1220.30 |      1236.20 |                  5.00 |                    5.00 |     56 |     1.9932 |
|        1 |          4 |          1220.30 |      1220.30 |      1237.00 |                  5.00 |                    5.00 |     62 |     2.0800 |
|        1 |          5 |          1220.30 |      1220.30 |      1223.60 |                  5.00 |                    5.00 |     65 |     2.1412 |
|        1 |          6 |          1220.30 |      1220.30 |      1223.60 |                  5.00 |                    6.22 |     65 |     2.1870 |
|        1 |          7 |          1220.30 |      1220.30 |      1223.60 |                  5.00 |                    5.00 |     65 |     2.2447 |
|        1 |          8 |          1220.30 |      1220.30 |      1223.60 |                  5.00 |                    5.00 |     65 |     2.3007 |
|        1 |          9 |          1220.30 |      1220.30 |      1224.80 |                  5.00 |                    5.26 |     65 |     2.3508 |
|        1 |         10 |          1220.30 |      1220.30 |      1224.80 |                  5.00 |                    5.00 |     67 |     2.4074 |
|        1 |         11 |          1220.30 |      1220.30 |      1224.80 |                  5.00 |                    7.59 |     67 |     2.4568 |
|        1 |          0 |          1206.80 |      1206.80 |      1206.80 |                  5.00 |                    5.00 |     70 |     2.5103 |
|        1 |          0 |          1196.30 |      1196.30 |      1196.30 |                  5.00 |                    5.00 |     76 |     2.6184 |
|        1 |          1 |          1196.30 |      1196.30 |      1197.30 |                  5.00 |                    5.00 |     77 |     2.6656 |
|        1 |          2 |          1196.30 |      1196.30 |      1197.30 |                  5.00 |                    5.00 |     77 |     2.7033 |
|        1 |          0 |          1194.10 |      1194.10 |      1194.10 |                  5.00 |                    6.52 |     79 |     2.7837 |
|        1 |          1 |          1194.10 |      1194.10 |      1194.10 |                  5.00 |                    5.00 |     79 |     2.8348 |
|        1 |          0 |          1193.10 |      1193.10 |      1193.10 |                  5.00 |                    5.00 |     80 |     2.8817 |
|        1 |          1 |          1193.10 |      1193.10 |      1194.10 |                  5.00 |                    5.00 |     83 |     2.9249 |
|        1 |          2 |          1193.10 |      1193.10 |      1222.90 |                  5.00 |                    5.00 |     85 |     2.9705 |
|        1 |          3 |          1193.10 |      1193.10 |      1224.10 |                  5.00 |                    5.00 |     87 |     3.0350 |
|        1 |          4 |          1193.10 |      1193.10 |      1224.10 |                  5.00 |                    5.00 |     87 |     3.0853 |
|        1 |          5 |          1193.10 |      1193.10 |      1224.10 |                  5.00 |                    5.00 |     87 |     3.1383 |
|        1 |          6 |          1193.10 |      1193.10 |      1231.80 |                  5.00 |                    5.00 |     90 |     3.2030 |
|        1 |          7 |          1193.10 |      1193.10 |      1227.80 |                  5.00 |                    5.00 |     92 |     3.2600 |
|        1 |          8 |          1193.10 |      1193.10 |      1227.80 |                  5.00 |                    5.00 |     92 |     3.3139 |
|        1 |          9 |          1193.10 |      1193.10 |      1230.60 |                  5.00 |                    5.00 |     92 |     3.3551 |
|        1 |         10 |          1193.10 |      1193.10 |      1235.20 |                  5.00 |                    5.00 |     97 |     3.4145 |
|        1 |         11 |          1193.10 |      1193.10 |      1235.20 |                  5.00 |                    5.00 |     98 |     3.4769 |
|        1 |         12 |          1193.10 |      1193.10 |      1230.90 |                  5.00 |                    5.00 |     99 |     3.5479 |
|        1 |         13 |          1193.10 |      1193.10 |      1230.90 |                  5.00 |                    5.00 |     99 |     3.6105 |
|        1 |         14 |          1193.10 |      1193.10 |      1232.00 |                  5.00 |                    5.00 |    101 |     3.6686 |
|        1 |         15 |          1193.10 |      1193.10 |      1227.80 |                  5.00 |                    6.15 |    105 |     3.7315 |
|        1 |         16 |          1193.10 |      1193.10 |      1224.10 |                  5.00 |                    5.00 |    105 |     3.7979 |
|        1 |         17 |          1193.10 |      1193.10 |      1225.50 |                  5.00 |                    5.00 |    105 |     3.8458 |
|        1 |         18 |          1193.10 |      1193.10 |      1226.70 |                  5.00 |                    5.00 |    105 |     3.9102 |
|        1 |         19 |          1193.10 |      1193.10 |      1248.22 |                  5.00 |                   10.65 |    109 |     3.9658 |
|        1 |         20 |          1193.10 |      1193.10 |      1302.05 |                  5.00 |                   22.92 |    115 |     4.0207 |
|        1 |         21 |          1193.10 |      1193.10 |      1262.00 |                  5.00 |                   22.76 |    122 |     4.1133 |
|        1 |         22 |          1193.10 |      1193.10 |      1277.60 |                  5.00 |                   14.44 |    126 |     4.1826 |
|        1 |         23 |          1193.10 |      1193.10 |      1261.96 |                  5.00 |                   14.91 |    132 |     4.2877 |
|        1 |         24 |          1193.10 |      1193.10 |      1263.50 |                  5.00 |                    7.84 |    135 |     4.3397 |
|        1 |         25 |          1193.10 |      1193.10 |      1257.70 |                  5.00 |                    5.00 |    137 |     4.4398 |
|        1 |         26 |          1193.10 |      1193.10 |      1250.10 |                  5.00 |                    5.00 |    143 |     4.5326 |
|        1 |         27 |          1193.10 |      1193.10 |      1250.10 |                  5.00 |                    5.00 |    143 |     4.5794 |
|        1 |         28 |          1193.10 |      1193.10 |      1249.00 |                  5.00 |                    5.00 |    145 |     4.6454 |
|        1 |         29 |          1193.10 |      1193.10 |      1250.10 |                  5.00 |                    5.00 |    145 |     4.6959 |
|        1 |         30 |          1193.10 |      1193.10 |      1246.80 |                  5.00 |                    5.00 |    145 |     4.8067 |
|        1 |         31 |          1193.10 |      1193.10 |      1246.80 |                  5.00 |                    5.00 |    145 |     4.8590 |
|        1 |         32 |          1193.10 |      1193.10 |      1246.80 |                  5.00 |                    5.00 |    145 |     4.9124 |
|        1 |         33 |          1193.10 |      1193.10 |      1245.40 |                  5.00 |                    5.00 |    145 |     4.9747 |
|        1 |         34 |          1193.10 |      1193.10 |      1250.70 |                  5.00 |                    6.72 |    147 |     5.0302 |
|        1 |         35 |          1193.10 |      1193.10 |      1246.30 |                  5.00 |                    5.00 |    147 |     5.1083 |
|        1 |         36 |          1193.10 |      1193.10 |      1247.70 |                  5.00 |                    5.00 |    147 |     5.1712 |
|        1 |         37 |          1193.10 |      1193.10 |      1246.80 |                  5.00 |                    5.00 |    147 |     5.2268 |
|        1 |         38 |          1193.10 |      1193.10 |      1244.50 |                  5.00 |                    5.00 |    150 |     5.2869 |
|        1 |         39 |          1193.10 |      1193.10 |      1242.50 |                  5.00 |                    5.00 |    150 |     5.3314 |
|        1 |         40 |          1193.10 |      1193.10 |      1242.50 |                  5.00 |                    5.00 |    150 |     5.3885 |
|        1 |         41 |          1193.10 |      1193.10 |      1214.80 |                  5.00 |                    5.00 |    154 |     5.5090 |
|        1 |         42 |          1193.10 |      1193.10 |      1214.80 |                  5.00 |                    5.00 |    154 |     5.5601 |
|        1 |         43 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                    5.00 |    154 |     5.6210 |
|        1 |         44 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                    5.00 |    154 |     5.6843 |
|        1 |         45 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                    8.99 |    154 |     5.7335 |
|        1 |         46 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                   10.73 |    154 |     5.7823 |
|        1 |         47 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                    5.93 |    154 |     5.8267 |
|        1 |         48 |          1193.10 |      1193.10 |      1211.30 |                  5.00 |                    5.00 |    154 |     5.8894 |
|        1 |         49 |          1193.10 |      1193.10 |      1238.80 |                  5.00 |                    5.00 |    157 |     5.9476 |
|        1 |         50 |          1193.10 |      1193.10 |      1238.80 |                  5.00 |                    5.00 |    157 |     5.9875 |
|        1 |         51 |          1193.10 |      1193.10 |      1219.40 |                  5.00 |                    5.00 |    159 |     6.0850 |
|        1 |         52 |          1193.10 |      1193.10 |      1220.90 |                  5.00 |                    5.00 |    163 |     6.1637 |
|        1 |         53 |          1193.10 |      1193.10 |      1220.90 |                  5.00 |                    5.00 |    163 |     6.2046 |
|        1 |         54 |          1193.10 |      1193.10 |      1220.90 |                  5.00 |                    5.00 |    163 |     6.2504 |
|        1 |         55 |          1193.10 |      1193.10 |      1217.10 |                  5.00 |                    7.15 |    167 |     6.3024 |
|        1 |         56 |          1193.10 |      1193.10 |      1207.20 |                  5.00 |                    5.00 |    170 |     6.3522 |
|        1 |         57 |          1193.10 |      1193.10 |      1213.30 |                  5.00 |                    5.00 |    176 |     6.4398 |
|        1 |         58 |          1193.10 |      1193.10 |      1212.10 |                  5.00 |                    5.00 |    177 |     6.4823 |
|        1 |         59 |          1193.10 |      1193.10 |      1238.50 |                  5.00 |                    5.00 |    181 |     6.5493 |
|        1 |         60 |          1193.10 |      1193.10 |      1232.20 |                  5.00 |                    5.00 |    182 |     6.6135 |
|        1 |         61 |          1193.10 |      1193.10 |      1252.80 |                  5.00 |                    5.00 |    183 |     6.6518 |
|        1 |         62 |          1193.10 |      1193.10 |      1231.70 |                  5.00 |                    6.10 |    183 |     6.6961 |
