Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC101_100_005.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1707.10 |      1707.10 |      1707.10 |                  5.00 |                    5.00 |     29 |     0.3471 |
|        1 |          1 |          1707.10 |      1707.10 |      1707.10 |                  5.00 |                    8.13 |     29 |     0.8278 |
|        1 |          2 |          1707.10 |      1707.10 |      1707.10 |                  5.00 |                    5.00 |     31 |     0.9091 |
|        1 |          3 |          1707.10 |      1707.10 |      1707.10 |                  5.69 |                    5.80 |     31 |     0.9824 |
|        1 |          4 |          1707.10 |      1707.10 |      1721.80 |                  5.00 |                    5.00 |     35 |     1.0477 |
|        1 |          0 |          1697.60 |      1697.60 |      1697.60 |                  5.00 |                    5.00 |     39 |     1.1739 |
|        1 |          1 |          1697.60 |      1697.60 |      1697.60 |                  5.00 |                    5.00 |     39 |     1.2517 |
|        1 |          0 |          1695.60 |      1695.60 |      1695.60 |                  5.92 |                    7.81 |     43 |     1.3706 |
|        1 |          1 |          1695.60 |      1695.60 |      1698.20 |                  5.00 |                    5.00 |     43 |     1.4262 |
|        1 |          2 |          1695.60 |      1695.60 |      1698.20 |                  5.25 |                    6.54 |     43 |     1.5003 |
|        1 |          3 |          1695.60 |      1695.60 |      1698.20 |                  5.00 |                    5.00 |     43 |     1.5723 |
|        1 |          4 |          1695.60 |      1695.60 |      1698.20 |                  5.00 |                    8.22 |     43 |     1.6553 |
|        1 |          0 |          1685.10 |      1685.10 |      1685.10 |                  5.00 |                    5.00 |     48 |     1.7499 |
|        1 |          1 |          1685.10 |      1685.10 |      1685.10 |                  5.00 |                    5.00 |     48 |     1.8333 |
|        1 |          2 |          1685.10 |      1685.10 |      1685.10 |                  5.00 |                    5.00 |     48 |     1.8844 |
|        1 |          3 |          1685.10 |      1685.10 |      1685.10 |                  5.00 |                    5.00 |     48 |     1.9428 |
|        1 |          4 |          1685.10 |      1685.10 |      1685.60 |                  5.00 |                    5.00 |     51 |     2.0035 |
|        1 |          5 |          1685.10 |      1685.10 |      1696.00 |                  6.74 |                    5.29 |     54 |     2.0749 |
|        1 |          6 |          1685.10 |      1685.10 |      1701.30 |                  5.00 |                    5.00 |     56 |     2.1356 |
|        1 |          7 |          1685.10 |      1685.10 |      1701.30 |                  5.46 |                    5.00 |     56 |     2.1884 |
|        1 |          8 |          1685.10 |      1685.10 |      1701.30 |                  5.00 |                    5.00 |     56 |     2.2522 |
|        1 |          9 |          1685.10 |      1685.10 |      1701.30 |                  5.00 |                    5.00 |     56 |     2.3196 |
|        1 |         10 |          1685.10 |      1685.10 |      1701.30 |                  5.00 |                    5.00 |     56 |     2.3749 |
|        1 |         11 |          1685.10 |      1685.10 |      1694.10 |                  5.00 |                    5.00 |     61 |     2.4930 |
|        1 |         12 |          1685.10 |      1685.10 |      1706.80 |                  5.00 |                    5.00 |     66 |     2.5817 |
|        1 |         13 |          1685.10 |      1685.10 |      1707.80 |                  5.00 |                    5.00 |     67 |     2.6399 |
|        1 |         14 |          1685.10 |      1685.10 |      1707.80 |                  5.00 |                    5.00 |     67 |     2.7258 |
|        1 |         15 |          1685.10 |      1685.10 |      1687.90 |                  5.00 |                    5.00 |     67 |     2.8748 |
|        1 |         16 |          1685.10 |      1685.10 |      1692.90 |                  5.00 |                    8.22 |     69 |     2.9393 |
|        1 |         17 |          1685.10 |      1685.10 |      1730.16 |                  5.00 |                    6.13 |     76 |     3.0197 |
|        1 |         18 |          1685.10 |      1685.10 |      1723.78 |                  5.00 |                    7.23 |     82 |     3.0881 |
|        1 |         19 |          1685.10 |      1685.10 |      1711.85 |                  5.00 |                    9.62 |     84 |     3.1727 |
|        1 |         20 |          1685.10 |      1685.10 |      1713.21 |                  5.00 |                    7.62 |     84 |     3.2286 |
|        1 |         21 |          1685.10 |      1685.10 |      1711.21 |                  5.00 |                    7.75 |     84 |     3.2853 |
|        1 |         22 |          1685.10 |      1685.10 |      1711.34 |                  5.00 |                   17.69 |     84 |     3.3630 |
|        1 |         23 |          1685.10 |      1685.10 |      1753.20 |                  5.00 |                    8.24 |     91 |     3.4499 |
|        1 |         24 |          1685.10 |      1685.10 |      1700.70 |                  5.00 |                    5.00 |     96 |     3.5370 |
|        1 |         25 |          1685.10 |      1685.10 |      1738.60 |                  5.00 |                    5.00 |     97 |     3.6012 |
