Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC107_100_005.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1376.90 |      1376.90 |      1376.90 |                 13.95 |                   14.23 |     19 |     0.2228 |
|        1 |          1 |          1376.90 |      1376.90 |      1378.70 |                  6.50 |                    6.63 |     24 |     0.7365 |
|        1 |          2 |          1376.90 |      1330.36 |      1330.36 |                  7.71 |                    5.00 |     33 |     0.9158 |
|        1 |          3 |          1376.90 |      1301.88 |      1301.88 |                  7.67 |                    6.75 |     42 |     1.0940 |
|        1 |          4 |          1376.90 |      1301.88 |      1307.93 |                  5.00 |                    6.79 |     48 |     1.1711 |
|        1 |          0 |          1281.30 |      1281.30 |      1281.30 |                  5.00 |                    5.00 |     54 |     1.2800 |
|        1 |          0 |          1274.50 |      1274.50 |      1274.50 |                  5.00 |                    6.16 |     54 |     1.3350 |
|        1 |          1 |          1274.50 |      1272.92 |      1272.92 |                  5.58 |                    9.54 |     54 |     1.4485 |
|        1 |          2 |          1274.50 |      1272.92 |      1274.50 |                  5.00 |                    5.00 |     54 |     1.5123 |
|        1 |          3 |          1274.50 |      1272.92 |      1274.50 |                  5.00 |                    6.48 |     54 |     1.5612 |
|        1 |          4 |          1274.50 |      1272.82 |      1272.82 |                  5.00 |                    9.84 |     60 |     1.6643 |
|        1 |          5 |          1274.50 |      1272.82 |      1291.67 |                  9.64 |                   18.97 |     65 |     1.7211 |
|        1 |          0 |          1273.50 |      1272.82 |      1273.50 |                  6.74 |                    5.73 |     69 |     1.8518 |
|        1 |          1 |          1273.50 |      1272.82 |      1322.46 |                  5.45 |                    5.00 |     75 |     1.9633 |
|        1 |          2 |          1273.50 |      1272.82 |      1300.80 |                  8.59 |                    7.98 |     78 |     2.0558 |
|        1 |          3 |          1273.50 |      1272.82 |      1292.60 |                  5.00 |                    5.00 |     81 |     2.1434 |
|        1 |          4 |          1273.50 |      1272.82 |      1292.60 |                  5.24 |                    5.30 |     81 |     2.2089 |
|        1 |          5 |          1273.50 |      1272.49 |      1272.49 |                  5.00 |                    5.82 |     85 |     2.3412 |
|        1 |          6 |          1273.50 |      1272.49 |      1316.08 |                  5.56 |                    7.66 |     91 |     2.4177 |
|        1 |          7 |          1273.50 |      1272.49 |      1318.06 |                  8.39 |                    9.32 |     93 |     2.4862 |
|        1 |          8 |          1273.50 |      1272.49 |      1313.20 |                  5.00 |                    5.00 |     97 |     2.5801 |
|        1 |          9 |          1273.50 |      1272.49 |      1302.10 |                  5.00 |                    6.40 |     98 |     2.6373 |
|        1 |         10 |          1273.50 |      1272.49 |      1282.41 |                  5.00 |                    5.00 |     99 |     2.7235 |
|        1 |         11 |          1273.50 |      1272.49 |      1282.36 |                  8.06 |                    9.93 |     99 |     2.8057 |
|        1 |         12 |          1273.50 |      1272.49 |      1292.54 |                 13.79 |                   14.20 |    100 |     2.8588 |
|        1 |         13 |          1273.50 |      1272.49 |      1307.94 |                 11.72 |                    9.49 |    102 |     2.9145 |
|        1 |         14 |          1273.50 |      1272.49 |      1303.90 |                  6.40 |                    5.00 |    107 |     3.0017 |
|        1 |         15 |          1273.50 |      1272.49 |      1280.82 |                  5.00 |                    7.80 |    107 |     3.1758 |
|        1 |         16 |          1273.50 |      1272.49 |      1280.98 |                  5.00 |                    6.55 |    107 |     3.2438 |
|        1 |         17 |          1273.50 |      1272.49 |      1280.20 |                  5.00 |                    9.55 |    107 |     3.2948 |
|        1 |         18 |          1273.50 |      1272.49 |      1281.10 |                  5.00 |                    5.17 |    107 |     3.3536 |
|        1 |         19 |          1273.50 |      1272.49 |      1287.90 |                  5.00 |                    5.00 |    107 |     3.4368 |
|        1 |         20 |          1273.50 |      1272.49 |      1277.50 |                  5.00 |                    5.00 |    107 |     3.4901 |
|        1 |         21 |          1273.50 |      1272.07 |      1272.07 |                  5.84 |                    6.29 |    107 |     3.6561 |
|        1 |         22 |          1273.50 |      1272.07 |      1301.46 |                  5.82 |                    6.10 |    109 |     3.7169 |
|        1 |         23 |          1273.50 |      1272.07 |      1302.83 |                 10.87 |                   19.31 |    117 |     3.8565 |
|        1 |         24 |          1273.50 |      1272.07 |      1309.63 |                  6.90 |                   21.46 |    120 |     3.9310 |
|        1 |         25 |          1273.50 |      1272.07 |      1320.17 |                  5.35 |                   18.39 |    125 |     4.0182 |
|        1 |         26 |          1273.50 |      1272.07 |      1317.90 |                  5.00 |                   15.14 |    127 |     4.0935 |
|        1 |         27 |          1273.50 |      1272.07 |      1294.48 |                  6.99 |                   17.69 |    131 |     4.1873 |
|        1 |         28 |          1273.50 |      1272.07 |      1295.38 |                  8.17 |                   22.40 |    131 |     4.2606 |
|        1 |         29 |          1273.50 |      1272.07 |      1319.40 |                  5.00 |                   12.25 |    138 |     4.3156 |
|        1 |         30 |          1273.50 |      1272.07 |      1319.40 |                  5.00 |                    5.32 |    138 |     4.4012 |
|        1 |         31 |          1273.50 |      1272.07 |      1306.68 |                  5.00 |                   10.97 |    140 |     4.5120 |
|        1 |         32 |          1273.50 |      1272.07 |      1307.20 |                  5.00 |                   17.14 |    140 |     4.5883 |
|        1 |         33 |          1273.50 |      1272.07 |      1307.81 |                  5.00 |                   13.17 |    140 |     4.6478 |
|        1 |         34 |          1273.50 |      1272.07 |      1307.47 |                  8.82 |                    9.52 |    140 |     4.7268 |
|        1 |         35 |          1273.50 |      1272.07 |      1310.41 |                  5.00 |                   16.34 |    148 |     4.9082 |
|        1 |         36 |          1273.50 |      1272.07 |      1308.66 |                  6.59 |                   22.20 |    149 |     4.9724 |
|        1 |         37 |          1273.50 |      1272.07 |      1311.53 |                  6.69 |                   22.09 |    152 |     5.0602 |
|        1 |         38 |          1273.50 |      1272.07 |      1300.97 |                 14.23 |                   10.69 |    159 |     5.1678 |
|        1 |         39 |          1273.50 |      1272.07 |      1295.50 |                  7.90 |                    7.14 |    164 |     5.3331 |
|        1 |         40 |          1273.50 |      1272.07 |      1296.60 |                  5.23 |                    6.78 |    167 |     5.3807 |
|        1 |         41 |          1273.50 |      1272.07 |      1296.60 |                  5.00 |                    8.07 |    167 |     5.4625 |
|        1 |         42 |          1273.50 |      1272.07 |      1298.60 |                  5.00 |                    6.91 |    170 |     5.5592 |
|        1 |         43 |          1273.50 |      1272.07 |      1295.90 |                  5.00 |                    6.95 |    173 |     5.6407 |
|        1 |         44 |          1273.50 |      1272.07 |      1297.41 |                  7.01 |                    7.28 |    176 |     5.7121 |
|        1 |         45 |          1273.50 |      1272.07 |      1302.00 |                  5.00 |                    7.10 |    177 |     5.7972 |
|        1 |         46 |          1273.50 |      1272.07 |      1301.00 |                  5.00 |                    7.36 |    178 |     5.8664 |
|        1 |         47 |          1273.50 |      1272.07 |      1336.06 |                  5.00 |                    5.00 |    181 |     5.9319 |
|        1 |         48 |          1273.50 |      1272.07 |      1322.68 |                  5.00 |                    7.15 |    184 |     5.9783 |
|        1 |         49 |          1273.50 |      1272.07 |      1316.62 |                  5.00 |                    5.94 |    184 |     6.0725 |
|        1 |         50 |          1273.50 |      1272.07 |      1314.77 |                  7.08 |                   11.34 |    184 |     6.1315 |
|        1 |         51 |          1273.50 |      1272.07 |      1317.10 |                  5.00 |                    5.82 |    192 |     6.2490 |
|        1 |         52 |          1273.50 |      1272.07 |      1272.54 |                  5.00 |                    5.00 |    194 |     6.3862 |
|        1 |         53 |          1273.50 |      1272.07 |      1287.75 |                  5.00 |                    6.27 |    196 |     6.4523 |
|        1 |         54 |          1273.50 |      1269.86 |      1269.86 |                  5.00 |                    7.39 |    199 |     6.5619 |
|        1 |         55 |          1273.50 |      1269.86 |      1297.04 |                  6.61 |                   10.15 |    202 |     6.6253 |
