Solving instance /mnt/c/Users/bruno.mattos/OneDrive - americanas s.a/Documentos/GitHub/GenericILS/TWRD/100/RC202_100_020.vrptwrd...
------------------------------------------------------------------------------------------------------------------------------------------------
|  Restart |  Iteration |  Best Feas. Cost |    Best Cost |   Curr. Cost |   Penalty Custom Res. |   Penalty Standard Res. |   Pool |   Time (s) |
------------------------------------------------------------------------------------------------------------------------------------------------
|        1 |          0 |          1287.20 |      1287.20 |      1287.20 |                  5.00 |                    5.00 |     16 |     0.2868 |
|        1 |          0 |          1188.60 |      1188.60 |      1188.60 |                  5.00 |                    5.00 |     26 |     0.8556 |
|        1 |          0 |          1188.50 |      1188.50 |      1188.50 |                  5.00 |                    5.00 |     29 |     0.9016 |
|        1 |          0 |          1187.50 |      1187.50 |      1187.50 |                  5.00 |                    5.00 |     36 |     1.0128 |
|        1 |          1 |          1187.50 |      1187.50 |      1187.50 |                  5.00 |                    5.00 |     36 |     1.0927 |
|        1 |          2 |          1187.50 |      1187.50 |      1187.50 |                  5.00 |                    5.00 |     36 |     1.1361 |
|        1 |          3 |          1187.50 |      1187.50 |      1187.80 |                  5.00 |                    5.00 |     44 |     1.3196 |
|        1 |          0 |          1183.90 |      1183.90 |      1183.90 |                  5.00 |                    5.00 |     48 |     1.4331 |
|        1 |          0 |          1174.30 |      1174.30 |      1174.30 |                  5.00 |                    5.00 |     50 |     1.5219 |
|        1 |          1 |          1174.30 |      1174.30 |      1203.20 |                  5.00 |                    5.00 |     54 |     1.5714 |
|        1 |          2 |          1174.30 |      1174.30 |      1202.80 |                  5.00 |                    5.00 |     59 |     1.6386 |
|        1 |          3 |          1174.30 |      1174.30 |      1183.81 |                  5.40 |                    5.00 |     61 |     1.6913 |
|        1 |          4 |          1174.30 |      1174.30 |      1180.83 |                 10.21 |                    5.00 |     65 |     1.7509 |
|        1 |          0 |          1159.00 |      1159.00 |      1159.00 |                  6.81 |                    5.00 |     72 |     1.8372 |
|        1 |          0 |          1146.90 |      1146.90 |      1146.90 |                  5.00 |                    5.00 |     74 |     1.8795 |
|        1 |          1 |          1146.90 |      1146.90 |      1146.90 |                  5.00 |                    5.00 |     74 |     1.9195 |
|        1 |          0 |          1145.80 |      1145.80 |      1145.80 |                  5.00 |                    5.00 |     75 |     1.9868 |
|        1 |          1 |          1145.80 |      1145.80 |      1145.80 |                  5.00 |                    5.00 |     75 |     2.0358 |
|        1 |          2 |          1145.80 |      1145.80 |      1145.80 |                  5.00 |                    5.00 |     75 |     2.0956 |
|        1 |          3 |          1145.80 |      1145.80 |      1145.80 |                  5.00 |                    5.00 |     75 |     2.1454 |
|        1 |          4 |          1145.80 |      1145.80 |      1179.30 |                  5.00 |                    5.00 |     78 |     2.2044 |
|        1 |          5 |          1145.80 |      1145.80 |      1146.10 |                  5.00 |                    5.00 |     79 |     2.2776 |
|        1 |          6 |          1145.80 |      1145.80 |      1146.60 |                  5.00 |                    5.00 |     80 |     2.3351 |
|        1 |          7 |          1145.80 |      1145.80 |      1146.60 |                  5.00 |                    5.00 |     80 |     2.3945 |
|        1 |          8 |          1145.80 |      1145.80 |      1200.00 |                  5.00 |                    5.00 |     85 |     2.4447 |
|        1 |          9 |          1145.80 |      1145.80 |      1159.20 |                  5.00 |                    5.00 |     90 |     2.5676 |
|        1 |         10 |          1145.80 |      1145.80 |      1149.60 |                  5.00 |                    5.00 |     91 |     2.6535 |
|        1 |         11 |          1145.80 |      1145.80 |      1157.80 |                  5.00 |                    5.00 |     91 |     2.7161 |
|        1 |          0 |          1141.10 |      1141.10 |      1141.10 |                  5.00 |                    5.00 |     95 |     2.8557 |
|        1 |          1 |          1141.10 |      1141.10 |      1141.10 |                  5.00 |                    5.00 |     95 |     2.9011 |
|        1 |          0 |          1130.50 |      1130.50 |      1130.50 |                  5.00 |                    5.00 |     96 |     2.9864 |
|        1 |          0 |          1129.90 |      1129.90 |      1129.90 |                  5.00 |                    5.00 |     97 |     3.0632 |
|        1 |          0 |          1128.70 |      1128.70 |      1128.70 |                  5.00 |                    5.00 |     98 |     3.1635 |
|        1 |          1 |          1128.70 |      1128.70 |      1128.70 |                  5.00 |                    5.00 |     98 |     3.1867 |
|        1 |          2 |          1128.70 |      1128.70 |      1128.70 |                  5.00 |                    5.00 |     98 |     3.2331 |
|        1 |          3 |          1128.70 |      1128.70 |      1128.70 |                  5.00 |                    5.00 |     98 |     3.3064 |
|        1 |          4 |          1128.70 |      1128.70 |      1150.70 |                  5.00 |                    5.00 |    104 |     3.3718 |
|        1 |          5 |          1128.70 |      1128.70 |      1150.70 |                  5.00 |                    5.00 |    104 |     3.4085 |
|        1 |          6 |          1128.70 |      1128.70 |      1162.80 |                  5.00 |                    5.00 |    106 |     3.4520 |
|        1 |          7 |          1128.70 |      1128.70 |      1162.80 |                  5.00 |                    5.00 |    106 |     3.5213 |
|        1 |          8 |          1128.70 |      1128.70 |      1162.80 |                  5.00 |                    5.00 |    106 |     3.5639 |
|        1 |          9 |          1128.70 |      1128.70 |      1162.80 |                  5.00 |                    5.00 |    106 |     3.6144 |
|        1 |         10 |          1128.70 |      1128.70 |      1150.70 |                  5.00 |                    5.00 |    106 |     3.7013 |
|        1 |         11 |          1128.70 |      1128.70 |      1150.70 |                  5.00 |                    5.00 |    106 |     3.7402 |
|        1 |         12 |          1128.70 |      1128.70 |      1170.60 |                  5.00 |                    5.00 |    111 |     3.8717 |
|        1 |         13 |          1128.70 |      1128.70 |      1176.70 |                  5.00 |                    5.00 |    112 |     3.9285 |
|        1 |         14 |          1128.70 |      1128.70 |      1173.00 |                  5.00 |                    5.00 |    115 |     3.9832 |
|        1 |         15 |          1128.70 |      1128.70 |      1173.00 |                  5.00 |                    5.00 |    115 |     4.0339 |
|        1 |         16 |          1128.70 |      1128.70 |      1176.00 |                  5.00 |                    5.00 |    117 |     4.0900 |
|        1 |         17 |          1128.70 |      1128.70 |      1176.00 |                  5.00 |                    5.00 |    117 |     4.1698 |
|        1 |         18 |          1128.70 |      1128.70 |      1176.00 |                  5.00 |                    5.00 |    117 |     4.2384 |
|        1 |         19 |          1128.70 |      1128.70 |      1176.00 |                  5.00 |                    5.00 |    117 |     4.3113 |
|        1 |         20 |          1128.70 |      1128.70 |      1176.00 |                  5.00 |                    5.00 |    117 |     4.3680 |
|        1 |         21 |          1128.70 |      1128.70 |      1173.30 |                  5.00 |                    5.00 |    120 |     4.4496 |
|        1 |         22 |          1128.70 |      1128.70 |      1173.30 |                  5.00 |                    5.00 |    120 |     4.5001 |
|        1 |         23 |          1128.70 |      1128.70 |      1173.30 |                  5.00 |                    5.00 |    120 |     4.5606 |
|        1 |         24 |          1128.70 |      1128.70 |      1173.30 |                  5.00 |                    5.00 |    120 |     4.6002 |
|        1 |         25 |          1128.70 |      1128.70 |      1177.50 |                  5.00 |                    5.00 |    128 |     4.7568 |
|        1 |         26 |          1128.70 |      1128.70 |      1177.50 |                  5.00 |                    5.00 |    128 |     4.8084 |
|        1 |         27 |          1128.70 |      1128.70 |      1177.50 |                  5.00 |                    5.00 |    128 |     4.8683 |
|        1 |         28 |          1128.70 |      1128.70 |      1179.70 |                  5.00 |                    5.00 |    132 |     4.9637 |
|        1 |         29 |          1128.70 |      1128.70 |      1179.70 |                  5.00 |                    5.00 |    132 |     5.0210 |
|        1 |         30 |          1128.70 |      1128.70 |      1193.20 |                  5.00 |                    5.00 |    134 |     5.0731 |
|        1 |         31 |          1128.70 |      1128.70 |      1180.70 |                  5.00 |                    5.00 |    140 |     5.1784 |
