instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
cc0589,5,809.0043609999916,809.0043609999916,99.72526035014214,0.5269999504089355,8,38757,4180,433.59999990463257
R1_4_1,4,9650.55431,9790.240509998945,5.563238722475121e-5,360.3949999809265,53,53,12105,360.5460000038147
c0534,3,690.4998059999995,690.4998059999995,100.0,0.006999969482421875,0,104756,2792,361.1489999294281
sn11x,2,847.624434000034,849.9768519987989,0.0,351.7349998950958,138,138,25875,351.7349998950958
cc0538,1,523.0500019999974,523.0500019999974,99.92930837387058,0.1419999599456787,3,95812,5509,387.3789999485016
sn2y,2,684.211466,685.8556589996315,9.752903619247653e-5,241.0,3231,3231,16181,241.0
c0580,3,961.4963939999691,961.4963939999691,97.48990652222598,3.3630001544952393,516,38401,2385,264.922000169754
cc0532,2,518.0046939999211,518.0046939999211,93.86144003492356,8.528000116348267,781,63296,8054,274.9300000667572
c0586,5,971.8215179999854,971.8215179999854,99.19892860343224,1.241999864578247,135,34403,3342,307.2019999027252
sn4y,5,852.8316360000001,853.5421179996249,9.954242190965686e-5,343.0409998893738,3557,3557,16519,343.0409998893738
RC2_4_1,3,3476.2173100000014,3502.2075600002413,7.998309437232573e-5,413.80399990081787,304,304,4647,413.8050000667572
cc0583,2,811.0670330002781,811.0670330002781,95.03703849112888,10.217000007629395,212,43577,2944,464.585000038147
C1_2_1,1,3673.750730000317,3673.750730000317,73.06066390773648,42.63499999046326,138,2261,13901,352.78600001335144
c0534,4,690.4998059999983,690.4998059999983,99.98727574697361,0.023000001907348633,3,108194,2718,352.9839999675751
sn11x,3,845.734498,853.3500479990054,2.228170486730346e-5,352.6089999675751,1936,1936,22568,352.6089999675751
R1_4_1,5,9672.338029999999,9781.958829999163,0.0,415.68499994277954,271,271,10359,415.6860001087189
c0587,1,1051.2815420001612,1051.2815420001612,56.02363264095853,54.03499984741211,4997,5888,1932,214.94999980926514
sn2y,3,684.211466,686.6571609995829,0.0,282.029000043869,3522,3522,18057,282.029000043869
c0580,4,961.4963939999924,961.4963939999924,99.75479337536581,0.32899999618530273,1,25243,2184,264.83399987220764
cc0538,2,523.0500019999826,523.0500019999826,99.48920969523576,0.994999885559082,149,76220,4907,387.4140000343323
cc0532,3,519.1107009997202,519.1107009997202,77.4068944452865,32.84500002861023,3257,34603,6665,274.7920000553131
sn5x,1,1029.2481609999998,1030.5521440004807,8.550894272888364e-5,340.1879999637604,1006,1006,11059,340.1879999637604
c0587,2,1051.281542000259,1051.281542000259,41.21937674220795,76.90199995040894,796,19261,2544,214.72000002861023
C1_2_1,2,3638.2989799999996,3676.6805800006314,8.028199104796782e-5,352.4189999103546,607,607,11247,352.4229998588562
c0534,5,690.4998059999997,690.4998059999997,100.0,0.013000011444091797,1,82717,2284,352.4489998817444
RC2_4_1,4,3504.653629999999,3523.367360000133,4.564491823367878e-5,471.34099984169006,9,9,2996,471.34099984169006
sn2y,4,684.2114659994108,684.2114659994108,2.9435721082814186,191.26900005340576,111,3215,21306,290.55599999427795
sn11x,4,840.410099,848.5081969992086,0.0,359.6560001373291,1775,1775,19016,359.6560001373291
c0580,5,961.4963939999982,961.4963939999982,97.75321384047835,3.0,1,35994,2535,264.72000002861023
cc0532,4,518.0046939993599,518.0046939993599,54.41755271130291,71.67600011825562,20882,39499,9153,275.1160001754761
cc0583,3,811.0670330001209,811.0670330001209,67.03263473564019,73.58399987220764,479,35707,2681,407.8239998817444
R2_2_1,1,1668.8069100000012,1681.6605799995757,2.986488831924012e-5,410.8159999847412,4138,4138,8059,410.8159999847412
cc0538,3,523.0500019999856,523.0500019999856,99.69110156945014,0.6039998531341553,43,98241,5489,387.37199997901917
c0587,3,1051.281542000531,1051.281542000531,0.038703480479602814,210.6049997806549,6620,404,2294,214.82099986076355
sn5x,2,1029.2957370000004,1030.5997200006111,9.86680701451675e-5,339.42500019073486,646,646,13813,339.42500019073486
c0581,1,1049.6544070005548,1049.6544070005548,81.51760771996766,22.608999967575073,1295,29747,4253,242.68799996376038
sn2y,5,684.211466,684.7525569996502,9.752924016411941e-5,244.20700001716614,13715,13715,21693,244.20700001716614
c0535,1,659.9046990000012,659.9046990000012,99.98959026816247,0.01699995994567871,1,74653,5062,252.9340000152588
C1_2_1,3,3659.0153299999997,3682.1012000003657,2.666668869072229e-5,352.49000000953674,2060,2060,13621,352.49000000953674
cc0532,5,518.0046939999999,519.1107009999911,0.0,319.6449999809265,79254,79254,9594,319.6449999809265
c0587,4,1051.281542,1052.0365760002817,9.466387533245578e-5,215.86899995803833,11283,11283,2334,215.86899995803833
sn11x,5,844.656687,847.0816369989286,7.092864388349208e-5,347.9739999771118,3556,3556,24419,347.9739999771118
RC2_4_1,5,3446.9009499999997,3469.7486400002394,5.675790798382382e-5,412.7849998474121,223,223,5240,412.78799986839294
cc0583,4,811.0670330000966,811.0670330000966,98.26959911394391,3.5329999923706055,170,44079,2990,406.4340000152588
c0581,2,1049.6544070003667,1049.6544070003667,90.09939878550949,11.827000141143799,328,24614,3904,232.6579999923706
c0535,2,659.9046990000189,659.9046990000189,99.61120498479798,0.49000000953674316,13,68079,4568,249.6819999217987
cc0538,4,523.0500019999911,523.0500019999911,99.78026695455019,0.4289999008178711,89,102869,5364,387.3529999256134
R2_2_1,2,1666.43393,1671.386819999445,4.9711953227903395e-5,411.08300018310547,1743,1743,8941,411.08300018310547
sn5x,3,1031.146322,1033.5783200005549,9.86680701451675e-5,366.5409998893738,385,385,16693,366.5409998893738
c0587,5,1051.281542000195,1051.281542000195,56.96134986921643,52.69500017166138,7175,23585,2680,216.20600008964539
C1_2_1,4,3678.0013500005575,3678.0013500005575,61.82785372765235,62.5699999332428,1,2195,15080,352.3340001106262
sn11y,1,838.9962760000001,846.7687699986731,7.108686434561398e-5,350.0550000667572,2997,2997,26595,350.0550000667572
c0581,3,1049.6544070003333,1049.6544070003333,90.27082465234828,11.617000102996826,1109,28372,3955,232.62000012397766
c101,1,1220.18329,1222.1505299990763,9.23115650970483e-5,344.50999999046326,2168,2168,9532,344.50999999046326
cc0533,1,591.1888840000008,591.1888840000008,99.9771771614051,0.04699993133544922,13,120521,4393,403.9760000705719
c0535,3,659.9046990000007,659.9046990000007,99.95035847145816,0.06699991226196289,2,65666,4840,255.3840000629425
cc0583,5,811.0670330001914,811.0670330001914,97.33736881549582,5.444000005722046,816,48325,2988,406.45699977874756
sn5x,4,1029.248161,1036.1125700007121,8.772996671278339e-5,363.8599998950958,835,835,15821,363.86299991607666
cc0538,5,523.0500019999923,523.0500019999923,99.8741139300872,0.24900007247924805,23,111488,5704,411.19000005722046
R2_2_1,3,1666.0853700000005,1689.898059999554,8.0167340774029e-5,411.8139998912811,5370,5370,9067,411.8139998912811
c0581,4,1049.654407000282,1049.654407000282,93.34282118782389,7.88100004196167,132,33821,4200,232.6380000114441
C1_2_1,5,3674.003470000321,3674.003470000321,74.14387256132645,40.78699994087219,1,1985,14393,352.4909999370575
c0535,4,659.9046990000443,659.9046990000443,98.6910508206109,1.6459999084472656,439,82188,5439,299.4979999065399
sn11y,2,846.567691,849.4198789987718,6.608049098800288e-5,352.5569999217987,2989,2989,25505,352.5569999217987
c101,2,1220.18329,1221.1005799993181,6.885207992021484e-5,344.7300000190735,3505,3505,8864,344.73099994659424
cc0533,2,591.1888839999997,591.1888839999997,100.0,0.009000062942504883,1,113071,4019,394.10700011253357
cc0584,1,772.2532920000195,772.2532920000195,99.72366116780172,0.44499993324279785,64,39329,2848,313.70099997520447
c0581,5,1049.6544070002183,1049.6544070002183,93.88924507075536,7.226999998092651,94,25499,3810,232.6619999408722
cc0539,1,578.2452709999864,578.2452709999864,99.63368754320601,0.5439999103546143,1,92508,7439,294.7809998989105
sn5x,5,1032.36875,1035.0218030005456,9.054608803931142e-5,370.58899998664856,3098,3098,16999,370.58899998664856
c0535,5,659.9046990000443,659.9046990000443,96.7847565696971,4.049000024795532,33,89778,5657,249.7220001220703
R2_2_1,4,1682.6615000000006,1693.716259999461,6.521106626407986e-5,411.87199997901917,1834,1834,10461,411.87199997901917
sn11y,3,843.0597560000001,845.3242339988525,8.286692631044769e-5,300.5499999523163,4076,4076,25828,300.5499999523163
C1_4_1,1,11156.181509999999,11252.057039994468,3.478281301753583e-5,397.4979999065399,21,21,12650,397.49899983406067
c101,3,1220.18329,1220.9906899987718,9.171301359782428e-5,375.922000169754,2965,2965,10483,375.9230000972748
cc0584,2,772.2532920000433,772.2532920000433,99.07570652794506,1.4559998512268066,144,47274,3062,313.6729998588562
cc0539,2,578.2452709999751,578.2452709999751,99.59302752456172,0.6029999256134033,217,87413,8004,294.83899998664856
cc0533,3,591.1888840000003,591.1888840000003,99.99492804642782,0.01399993896484375,3,126401,4398,394.11899995803833
sn5y,1,1032.132005,1039.2012070005062,8.392305061316175e-5,360.7579998970032,2024,2024,18097,360.7579998970032
sn11y,4,837.0488590000003,842.4461299991042,7.92381388279097e-5,308.1989998817444,2321,2321,19970,308.1989998817444
R2_2_1,5,1667.5477099999996,1668.3034099994568,9.006679699086698e-5,410.79299998283386,4933,4933,9717,410.79299998283386
c101,4,1220.18329,1221.6547899999605,9.472480509781942e-5,344.3619999885559,14192,14192,10671,344.3619999885559
cc0584,3,772.2532920000548,772.2532920000548,98.93242586644537,1.690999984741211,153,57338,3180,327.3580000400543
cc0539,3,578.2452709998518,578.2452709998518,96.40245166985045,5.35099983215332,1550,104731,8914,297.7629997730255
C1_4_1,2,11250.108799994005,11250.108799994005,0.5699261026148564,312.6119999885559,20,35,13443,405.289999961853
cc0533,4,591.1888840000005,591.1888840000005,99.9903634828332,0.023000001907348633,9,122787,4233,394.1329998970032
sn11y,5,844.3922779999999,854.3457019989945,8.657695584823373e-5,301.4960000514984,2671,2671,22302,301.4960000514984
sn5y,2,1029.248161,1031.258776000518,8.17145433393175e-5,353.757000207901,2723,2723,18389,353.757000207901
cc0539,4,578.2452709999633,578.2452709999633,99.18756119764247,1.2079999446868896,208,100667,8375,294.90300011634827
R2_4_1,1,3669.8646700000036,3693.563209999989,6.494346336660555e-5,364.960000038147,2102,2102,4222,364.9609999656677
cc0584,4,772.2532920000166,772.2532920000166,99.39941985915,0.9459998607635498,50,49871,3108,313.67700004577637
c101,5,1220.1832899999984,1221.1005799990635,8.240244397178368e-5,346.6009998321533,2354,2354,9742,346.6009998321533
C1_4_1,3,11242.22995999429,11242.22995999429,0.7795222616847292,307.7430000305176,4,93,12244,397.37999987602234
cc0533,5,591.1888840000045,591.1888840000045,99.90618961994726,0.18799996376037598,86,146944,4697,394.12599992752075
sn5y,3,1029.884643,1039.2730830004512,6.7578026473312e-5,388.8100001811981,4397,4397,22139,388.8100001811981
cc0539,5,578.2452709999562,578.2452709999562,98.9510271805128,1.555999994277954,247,95994,8058,294.75600004196167
cc0584,5,772.2532920000315,772.2532920000315,99.37083563132097,0.9920001029968262,54,51865,3117,313.67700004577637
R2_4_1,2,3660.4257800000214,3676.025240000233,1.8884895272939825e-5,364.7660000324249,391,391,4658,364.7669999599457
c201,1,662.0666599999577,662.0666599999577,93.78659911675979,13.52999997138977,24,49465,11811,428.5169999599457
C1_4_1,4,11155.28296,11225.898669995075,5.533568442817979e-5,397.36899995803833,59,59,12430,397.37000012397766
sn5y,4,1029.8358190000008,1032.5662160006743,9.481511854120214e-5,376.19900012016296,1655,1655,19953,376.19900012016296
cc0585,1,754.8809299999964,754.8809299999964,99.40857475156115,1.0329999923706055,17,50060,3298,346.914999961853
R2_4_1,3,3638.104390000003,3674.1439900001346,1.220132517807052e-5,364.78200006484985,415,415,5333,364.78200006484985
C1_4_1,5,11158.18926,11217.319619993443,6.739342081207718e-5,397.42900013923645,3,3,13462,397.4300000667572
c201,2,662.0666599999876,662.0666599999876,93.58999461678874,13.970999956130981,1414,45924,11509,478.7109999656677
cc0585,2,754.880929999996,754.880929999996,99.95909622054947,0.07499980926513672,8,48619,3396,346.8949999809265
sn5y,5,1029.248161,1035.4628130006527,9.481511854120214e-5,378.77500009536743,2309,2309,21740,378.77500009536743
R2_4_1,4,3606.1755600000006,3607.271250000152,1.3180994931001817e-5,364.34100008010864,84,84,5690,364.3420000076294
cc0585,3,754.8809300000019,754.8809300000019,99.8065007216028,0.34400010108947754,47,67195,3672,346.8840000629425
c201,3,662.0666599999894,662.0666599999894,97.6014091812906,5.173999786376953,10,59689,13344,428.46299982070923
R2_4_1,5,3580.0464199999988,3602.0111400002816,9.641316523758138e-5,365.4810001850128,212,212,6733,365.48200011253357
cc0585,4,754.8809299999682,754.8809299999682,97.3228404075343,4.684000015258789,162,63749,3524,347.0199999809265
c201,4,662.0666599999203,662.0666599999203,91.46641258960749,18.694000005722046,8,53819,14769,428.61100006103516
cc0585,5,754.88093,754.88093,99.27936244401604,1.258000135421753,36,69119,3702,346.8860001564026
c201,5,662.0666600000018,662.0666600000018,99.63798231612715,0.8029999732971191,50,57425,15137,428.69600009918213
