instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
22_3.0,3,401.6767313605936,401.6767313605936,99.53387980753583,0.009000062942504883,3,2839,161,3.1459999084472656
22_3.0,4,401.67673136059204,401.67673136059204,96.17072096227037,0.06200003623962402,35,2831,163,3.2769999504089355
22_3.0,5,401.67673136059443,401.67673136059443,98.86988043293425,0.018000125885009766,3,3030,169,3.3559999465942383
S169,2,410.2860220585431,410.2860220585431,92.86466286748288,13.783999919891357,157,10218,2354,377.8310000896454
O249,5,519.5488931020054,526.1758096923586,0.0009345737907686944,908.4360001087189,3945,3945,3738,908.4379999637604
O25,1,64.87724426801394,64.87724426801394,95.69729981277,0.08899998664855957,64,2709,235,4.398000001907349
O25,2,64.87724426801708,64.87724426801708,88.03130723426342,0.247999906539917,105,2577,226,4.227999925613403
O25,3,64.87724426801279,64.87724426801279,98.05950455012322,0.0410001277923584,22,2667,234,4.615000009536743
O25,4,64.87724426801644,64.87724426801644,87.79690679130567,0.2539999485015869,108,2620,230,4.46999979019165
O25,5,64.87724426801563,64.87724426801563,92.88140716910362,0.14599990844726562,92,2779,242,4.861000061035156
256_1.0,1,83956.13040797188,Inf,0.000996633744151095,222.3090000152588,354,354,255,222.3140001296997
S249,2,599.9829674986214,599.9829674986214,92.79776337895656,34.74799990653992,7,7493,3293,940.7149999141693
256_1.0,2,83956.13040797191,Inf,0.0006171768788960524,222.46000003814697,322,322,255,222.46099996566772
S169,3,408.4914642801657,409.4730801869354,0.0009813345527545684,381.94200015068054,2539,2539,2996,381.9430000782013
256_1.0,3,83956.13040797187,83956.13040797187,100.0,0.6380000114440918,0,350,255,222.95199990272522
121_1.5,1,3869.4226277874113,3899.503484051987,0.000958684809629538,1634.4119999408722,998,998,13244,1634.4140000343323
151_1.5,4,2175.5215645666344,2199.936243642617,0.0009497893488535011,1076.5910000801086,2,2,9640,1076.5920000076294
256_1.0,4,83956.1304079719,Inf,0.0004887470692962449,222.52099990844727,147,147,255,222.52199983596802
O145,2,320.9491580665581,321.05466097357447,0.0,2098.411999940872,1413,1413,45428,2098.411999940872
S169,4,410.2860220585302,410.2860220585302,95.36688112355277,8.88100004196167,3,7560,1995,379.5920000076294
256_1.0,5,83956.13040797188,Inf,0.0006016789496691824,222.46600008010864,391,391,255,222.46799993515015
O273,1,589.6897188892628,591.3462383114394,0.0009049298634762958,972.1949999332428,3154,3154,2016,972.1970000267029
S249,3,599.710926461293,599.9829674986207,0.0008329978860148593,942.9689998626709,5971,5971,3750,943.0059998035431
S169,5,410.2860220585318,410.2860220585318,98.15132946488178,3.562999963760376,8,11450,2216,377.27300000190735
256_1.5,1,60685.591584644375,Inf,2.081536529553073e-5,536.8789999485016,340,340,938,536.8799998760223
S187,1,424.8351746993639,424.8351746993639,10.420674206814391,304.1340000629425,6096,3542,1396,447.7519998550415
151_1.5,5,2169.879184886343,2191.0314193495524,0.0009453235303254016,998.0570001602173,82,82,9407,998.058000087738
301_1.0,3,24238.789452078418,25682.02905702905,0.0005679132020495133,3034.1419999599457,1650,1650,9361,3034.1440000534058
O273,2,589.6897188892674,589.6897188892674,63.35278307659916,199.80800008773804,129,3560,2297,1022.2369999885559
S249,4,599.9829674986092,599.9829674986092,95.36935359296396,22.305000066757202,3,7893,3389,995.9049999713898
S187,2,424.83517469939267,424.85430091306307,0.0009722175321693621,447.9300000667572,3307,3307,1301,447.93099999427795
256_1.5,2,59300.62401707102,Inf,4.494245086344386e-5,538.1129999160767,328,328,999,538.1139998435974
121_1.5,2,3873.4161243924273,3962.013372685869,0.0009582926043602364,1634.457999944687,1909,1909,12684,1634.4589998722076
S187,3,424.83517469939267,424.8543009130854,0.0009847574041070496,447.7149999141693,9485,9485,1303,447.71600008010864
