instance,seed,cost,time,pool
sn1x,4,466.7729209999999,3.50586959,879
sn1x,5,466.77292099999994,3.058639419,720
sn1x,6,466.77292099999994,3.26339654,873
sn1x,7,466.77292099999994,2.924764907,571
sn1x,8,466.77292099999994,3.163773054,611
sn1x,9,466.7729209999999,2.968811542,673
sn1x,10,466.77292099999994,3.156642207,881
sn1y,1,466.772921,3.205545721,720
sn1y,2,466.772921,3.869099546,1174
sn1y,3,466.772921,3.350927293,900
sn1y,4,466.772921,3.189956283,829
sn1y,5,466.772921,3.087464354,702
sn1y,6,466.772921,3.083109117,823
sn1y,7,466.772921,3.03760126,727
sn1y,8,466.772921,3.091152627,695
sn1y,9,466.772921,3.227463647,902
sn1y,10,466.772921,3.292009802,933
sn2x,1,691.479745,8.5923929,1727
sn2x,2,687.912808,9.483207244,2011
sn2x,3,685.4648579999999,10.138746296,2325
sn2x,4,686.0087040000001,10.891065179,2322
sn2x,5,684.6054549999999,7.648386334,2193
sn2x,6,684.752557,8.060414565,2030
sn2x,7,684.967372,10.213053177,2655
sn2x,8,684.939995,10.025311541,2807
sn2x,9,684.886633,9.045817894,2172
sn2x,10,694.3017669999999,8.519795798,1987
sn2y,1,684.605455,7.953760452,1864
sn2y,2,684.211466,8.732299208,2090
sn2y,3,686.52701,8.504344651,2434
sn2y,4,687.6107049999999,8.288304532,1701
sn2y,5,684.211466,8.062650764,1966
sn2y,6,684.939995,7.409462938,1990
sn2y,7,686.1354699999999,7.525941308,1950
sn2y,8,684.8866330000001,8.898814538,2100
sn2y,9,687.853042,8.399209886,2129
sn2y,10,685.836009,8.059398061,2134
sn3x,1,721.270818,10.916556905,1426
sn3x,2,724.860361,11.856433681,1447
sn3x,3,725.9038880000054,12.076928769,1360
sn3x,4,724.911627,11.136268749,1356
sn3x,5,721.401099,11.28979428,1527
sn3x,6,724.9812200000001,12.323362747,1482
sn3x,7,725.7244929999999,11.914180612,1342
sn3x,8,724.911627,10.957829508,1202
sn3x,9,725.7244929999999,11.957784528,849
sn3x,10,725.7244929999998,11.857679437,1324
sn3y,1,724.3823679999998,11.421986394,1361
sn3y,2,722.094348,12.786972318,1682
sn3y,3,721.270818,11.682397313,1473
sn3y,4,721.270818,11.125025133,1406
sn3y,5,726.3631849999999,13.601160977,2081
sn3y,6,723.2818599999998,10.638345075,1429
sn3y,7,721.270818,10.839264361,1226
sn3y,8,733.928825,11.773281065,1641
sn3y,9,721.4010989999999,12.480621224,1410
sn3y,10,721.270818,11.769735195,1695
sn4x,1,873.997614,38.409507928,3563
sn4x,2,876.576771,26.090619594,1964
sn4x,3,854.568293,25.343487736,2355
sn4x,4,853.701705,26.168007218,2418
sn4x,5,877.2432230000002,28.081103453,2120
sn4x,6,873.9976140000001,26.171527521,2051
sn4x,7,854.3850100000001,27.154025095,2289
sn4x,8,875.8222300000001,29.303924957,2244
sn4x,9,856.2546699999983,26.720088453,2656
sn4x,10,869.4981799999991,27.677265565,2209
sn4y,1,856.0457379999999,25.761204972,2639
sn4y,2,856.5971619999964,27.749376454,2740
sn4y,3,882.733649,26.61015542,2452
sn4y,4,878.4336489999997,31.368386336,3069
sn4y,5,855.0316339999999,25.874879207,2503
sn4y,6,862.4667479999999,26.655274336,2029
sn4y,7,854.8098650000002,27.147539387,2049
sn4y,8,856.987363,25.313149296,2461
sn4y,9,869.856586999999,27.696670227,1991
sn4y,10,854.8280340000001,28.526721457,2437
sn5x,1,1050.1745319999995,52.252044116,3754
sn5x,2,1062.3665909999997,50.102253728,4676
sn5x,3,1041.501866,47.58032435,3910
sn5x,4,1032.4035720000002,62.060381481,5319
sn5x,5,1039.6712429999998,60.205717656,4425
sn5x,6,1062.4744529999975,56.828829675,5182
sn5x,7,1047.075006999999,55.361363844,4170
sn5x,8,1044.774301,71.639100491,5577
sn5x,9,1070.785804,80.954812459,5817
sn5x,10,1063.532571,50.713900462,4350
sn5y,1,1075.0781949999996,59.403472394,4024
sn5y,2,1057.913916,52.663615879,5045
sn5y,3,1056.35421,68.688895508,5789
sn5y,4,1035.1599740000001,52.569136023,3607
sn5y,5,1060.3438010000013,54.758651466,4272
sn5y,6,1054.6049170000001,54.624033239,3521
sn5y,7,1072.6919779999998,54.044988657,4441
sn5y,8,1058.363879,55.359731987,4700
sn5y,9,1040.912023,51.560409297,4018
sn5y,10,1064.480023,53.10209518,4839
